"Tytuł produktu","Kod produktu","Kategoria","Zdjęcie","Dokumentacja produktowa","Opis"
"USUWANIE ZABRUDZEŃ POBUDOWLANYCH","ZWW 501","Podłogi, Mycie gruntowne, Powierzchnie zmywalne, Mycie gruntowne, Sanitariaty, Mycie gruntowne","https://www.forlux.pl/sites/default/files/produkty/p1150649.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_zww_501_karta_charakterystyki.pdf, https://www.forlux.pl/sites/default/files/karta_charakterystki/informacja_dotyczaca_zalecen_podczas_uzycia_produktu_zww501.pdf","Usuwanie Osadów Wapiennych
Kod produktu: ZWW 501
Zastosowanie. Forlux ZWW 01 jest to środek na bazie kwasów przeznaczony do czyszczenia zabrudzeń ze wszystkich utwardzonych powierzchni betonowych, ścian, szkła, dachówek i elementów stalowych. Szybko i skutecznie usuwa zanieczyszczenia, uwydatniając strukturę powierzchni. Zalecany do czyszczenia powierzchni przed impregnacją lub malowaniem.
-do usuwania wykwitów wapiennych z powierzchni betonowych
-do usuwania resztek zaprawy, betonu i nalotów cementowych
-do usuwania pozostałości betonowych z form plastikowych i betoniarek
-do czyszczenia powierzchni przed renowacją i impregnacją
Sposób użycia. Przygotować rozczyn roboczy w stężeniu 1:1, preparat nakładać za pomocą pędzla, mopa lub natryskowo. Odczekać od 1,5 do 2 minut i spłukać wodą. Działanie środka rozpoczyna się natychmiast po zetknięciu się z czyszczoną powierzchnią. Przy silnych zabrudzeniach zabieg należy powtórzyć. Uwaga: preparat nie powinien być stosowany do powierzchni szczególnie wrażliwych na środki kwaśne np. powierzchni z pleksi, skóry, kamienia wapiennego, chromu metalicznego, duraluminium (stop aluminium z miedzią i molibdenem). W przypadku jakichkolwiek wątpliwości należy wykonać próbę wrażliwości mytej powierzchni na ten preparat. Preparatu nie wolno łączyć z innymi. Przechowywanie i magazynowanie. Przechowywać w oryginalnych opakowaniach, w temperaturze 5-30 °C, w suchym i wentylowanym pomieszczeniu. Nie przechowywać z metalami.
Skład. Kwasy nieorganiczne 15-30%, niejonowe związki powierzchniowo czynne "
"Worki na śmieci 120 L LDPE","WŚ 120","Akcesoria pomocnicze, Worki na śmieci","https://www.forlux.pl/sites/default/files/produkty/ws_120.jpg","","Worki na śmieci 120 L LDPE tzw. grube

		Rolka 25 sztuk worków (10 rolek w opakowaniu)
"
"Worki na śmieci 160 L LDPE","WŚ 160","Akcesoria pomocnicze, Worki na śmieci","https://www.forlux.pl/sites/default/files/produkty/ws_160.jpg","","Worki na śmieci 160 L LDPE tzw. grube

		Rolka 20 sztuk worków (10 rolek w opakowaniu)
"
"Worki na śmieci 35 L LDPE","WŚ 35","Akcesoria pomocnicze, Worki na śmieci","https://www.forlux.pl/sites/default/files/produkty/ws_35.jpg","","Worki na śmieci 35 L LDPE tzw. grube

		Rolka 50 sztuk worków (10 rolek w opakowaniu)
"
"Worki na śmieci 60 L LDPE","WŚ 60","Akcesoria pomocnicze, Worki na śmieci","https://www.forlux.pl/sites/default/files/produkty/ws_60.jpg","","Worki na śmieci 60 L LDPE tzw. grube

		Rolka 50 sztuk worków (10 rolek w opakowaniu)
"
"Wózek jednowiaderkowy ( dwukomorowy) z wyciskarką na kółkach","ECMK","Sprzęt sprzątający, Zestawy sprzątające","https://www.forlux.pl/sites/default/files/produkty/wozek_niebiesko_zolty.jpg","","kolor niebiesko - żółty
pojemność 20 L
"
"Wysoko pieniący preparat do gruntownego mycia i odtłuszczania - FORLUX ZGP 514","ZGP 514","Powierzchnie zmywalne, Mycie gruntowne","https://www.forlux.pl/sites/default/files/produkty/dsc06117.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_zgp_514_24-11-2016_r.pdf","Zastosowanie:
Preparat Forlux ZGP 514 przeznaczony jest do gruntownego mycia powierzchni urządzeniem wysokociśnieniowym, lancą pianotwórczą lub ze spryskiwacza, odpornych na środki zasadowe. Skutecznie usuwa zestarzały brud, smary, oleje i inne zanieczyszczenia pochodzenia organicznego z powierzchni pionowych dzięki swoim właściwościom wysoko - pieniącym, co znacznie poprawia efektywność mycia dzięki dłuższej ekspozycji produktu Forlux ZGP 514 na powyższych powierzchniach.
Sposób użycia:
Mycie ciśnieniowe - 40ml na 1 litr wody
Mycie z opryskiwacza - 100ml na 1 litr wody
Mycie lancą pianotwórcza - 400-500ml na 1 litr wody
Koncentrat rozpuścić w wodzie, roztwór rozpylić przy pomocy urządzenia ciśnieniowego lub pianotwórczego od dolnych partii powierzchni pionowej do górnych jej części, odczekać około jednej minuty, a następnie obficie spłukać wodą. Nie dopuszczać do wyschnięcia preparatu na czyszczonej powierzchni. Ciepłe i matowe powierzchnie lekko zwilżyć wodą.
Skład:
< 5% wodorotlenek potasowy, < 5 % niejonowe związki powierzchniowo czynne, < 5% EDTA, kompozycja zapachowa.
pH 14
Dostępne opakowania:
5L - ZGP 514

"
"Wysoko połyskowa powłoka zabezpieczająca do podłóg - Forlux PP 08","PP 08","Podłogi, Nabłyszczanie podłóg - polimery","https://www.forlux.pl/sites/default/files/produkty/pp_08.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/technologia-nakladania-na-podloge-polimeru-forlux-pp.pdf, https://www.forlux.pl/sites/default/files/karta_charakterystki/pp_508_karta_charakterystyki.pdf","Zastosowanie:
Preparat Forlux PP 508 jest polimerem przeznaczonym do zabezpieczania różnych typów twardych podłóg np.: winylowych (PCV), linoleum, terakoty, sztucznego i naturalnego kamienia itp. Powłoka odporna jest na środki dezynfekujące, posiada właściwości antypoślizgowe oraz doskonale wyrównuje wszelkie nierówności podłoża. Bardzo dobrze poleruje się, dzięki czemu łatwo można usunąć wszelkie ślady związane z eksploatacją podłogi.
Sposób użycia:
Przed nałożeniem pierwszej warstwy preparatu Forlux PP 508 należy starannie usunąć stare, zniszczone powłoki za pomocą preparatu Forlux PG. Następnie należy podłogę dokładnie przemyć wodą w celu neutralizacji. Po wyschnięciu powierzchni nałożyć przy użyciu czystego mopa pierwszą warstwę preparatu Forlux PP 508. Kolejną warstwę można nałożyć po wyschnięciu poprzedniej. W zależności od stopnia wchłaniania podłoża oraz intensywności jego użytkowania (np. ciągi komunikacyjne) zaleca się nałożenie 2 lub 3 warstw polimeru.Wydajność Forlux PP wynosi 6L nierozcieńczonego polimeru na 100m2 powierzchni, przy nałożeniu 3 równomiernych warstw produktu. Forlux PP 508 może być stosowany także do nakładania kolejnych warstw na istniejące już powłoki ochronne będące jeszcze w dobrym stanie. Do codziennego mycia posadzki zabezpieczonej preparatem Forlux PP 508 zalecamy stosowanie preparatu do codziennego mycia i pielęgnacji podłóg Forlux ZC w stężeniu 100 ml na 10L wody.
Skład:
Środek konserwujący oraz substancje pomocnicze
pH 8,6
Dostępne opakowania:
1L - PP 108
5L - PP 508

"
"Żel - Forlux SG 13","SG 13","Czyszczenie tkanin, Odplamiacz, Sanitariaty, Mycie gruntowne","https://www.forlux.pl/sites/default/files/produkty/p1080984.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_sg_eng_technical.pdf, https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_sg_013_12.06.2018_r.pdf","Zastosowanie:
Żel  może być używany do mycia naczyń i narzędzi stykających się z żywnością, ścian, podłóg i urządzeń przemysłu spożywczego. Idealnie sprawdza się w myciu urządzeń sanitarnych. Doskonale radzi sobie z usuwaniem pleśni oraz z wybielaniem lnianych i bawełnianych tkanin.
Sposób użycia:
Urządzenia sanitarne:
rozprowadzić równomiernie pod górną krawędzią muszli, bądź też po powierzchni wanny lub umywalki, pozostawić na 20 minut po czym spłukać wodą. Spływ umywalki, wanny, zlewu w celu pozbycia się nieprzyjemnego zapachu, wlać żel do otworu wlewowego umywalki lub muszli klozetowej i pozostawić na noc, potem spłukać wodą.
Rozcieńczony:
Duże powierzchnie (podłogi, ściany) – 80 ml (1 nakrętka – 30ml) rozprowadzić w 5 litrach wody.
W celu uzyskania efektu dezynfekującego:
powierzchnie czyste: przygotować roztwór roboczy 10% - (1 część SG13 i 9 części wody)
powierzchnie brudne: przygotować roztwór roboczy 14% - (1 część SG13 i 6 części wody), nanieść roztwór na myte powierzchnie i po upływie 20 minut spłukać dokładnie wodą. Po spłukaniu obiekt może być bezpośrednio użytkowany.
Roztwór stosować nie dłużej niż 14 godzin od czasu jego przygotowania.
100g. Żelu zawiera 40-50 g podchloru sodowego jako substancji aktywnej.
Wybielanie bielizny:
20 ml dodać do 10 litrów wody, moczyć przez ok. 1 godzinę, dokładnie wypłukać.
Wywabianie plam
20 ml żelu dodać do 1 litra wody, nanieść go bezpośrednio na plamę lub namoczyć w czasie około 1 godziny, dokładnie wypłukać.
UWAGA: nie stosować do jedwabiu, tkanin sztucznych i kolorowych.
Usuwanie pleśni:
Jest skuteczny w likwidacji pleśni na ścianach, w szczelinach, fugach między kafelkami, w łazienkach, wokoło wanien, umywalek, na meblach kuchennych, oknach, drzwiach itp.
Jest skuteczny przeciw grzybom , glonom i mchom, ma właściwości bakteriobójcze i grzybobójcze.
UWAGA: Nie stosować do aluminium. Nie mieszać ze środkami kwaśnymi.
Skład:
"
"ŻEL DO PRANIA - HIPOALERGICZNY","UŻH","Czyszczenie tkanin, Kolorowe, Mieszane","https://www.forlux.pl/sites/default/files/produkty/dsc00221.jpg","","Żel do prania hipoalergiczny UŻH
Zastosowanie
Płyn do prania dla osób uczulonych na zapachy i alergizujące surowce chemiczne (np. enzymy) używane w zwykłych proszkach i płynach do płukania. Przeznaczony do prania w pralkach automatycznych, wirnikowych i do prania ręcznego. Idealny do prania tkanin wełnianych, bawełnianych, jedwabnych, syntetycznych i mieszanych. Skutecznie pielęgnuje tkaniny. Dzięki zastosowanemu systemowi ochrony zabezpiecza włókna tkanin przed utratą barwnika i płowieniem. Nawet po wielu praniach tkaniny wyglądają jak nowe. Płyn zawiera specjalne składniki, które chronią włókna tkanin, nadając im wyjątkową miękkość i delikatność, jednocześnie skutecznie usuwają zabrudzenia. Płyn dobrze się wypłukuje i nie pozostawia żadnego nalotu na pranych tkaninach.
Sposób użycia
Przed praniem należy zapoznać się i zastosować do zaleceń producentów odzieży. Dozować w zależności od stopnia twardości wody.
Skład
5-15% anionowe związki powierzchniowo czynne, 5-15% niejonowe związki  powierzchniowo czynne, "
"ŻEL DO PRANIA TKANIN CZARNYCH","UŻC","Czyszczenie tkanin, Kolorowe, Mieszane","https://www.forlux.pl/sites/default/files/produkty/dsc00220.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/uzc_zel_do_tkanic_czarnych_karta_charakterystyki.pdf","Żel do prania tkanin czarnych UŻC
Zastosowanie
Płyn do prania tkanin czarnych i ciemnych. Przeznaczony do prania w pralkach automatycznych, wirnikowych i do prania ręcznego. Idealny do prania tkanin wełnianych, bawełnianych, jedwabnych, syntetycznych i mieszanych. Skutecznie pielęgnuje tkaniny czarne i ciemne. Dzięki zastosowanemu systemowi ochrony czerni i innych kolorów, zabezpiecza włókna tkanin przed utratą barwnika i płowieniem. Nawet po wielu praniach ciemne tkaniny zachowują intensywne kolory. Płyn zawiera specjalne składniki (m.in. lanolinę, mydło, system enzymów), które chronią włókna tkanin, nadając im wyjątkową miękkość i delikatność, a jednocześnie skutecznie usuwają zabrudzenia. Płyn dobrze się wypłukuje i nie pozostawia żadnego nalotu na pranych tkaninach. Wypranym tkaninom nadaje przyjemny zapach.
Sposób użycia
Przed praniem należy zapoznać się i zastosować do zaleceń producentów odzieży. Dozować w zależności od stopnia twardości wody.
Skład
5-15% anionowe związki powierzchniowo czynne, 5- 15% niejonowe związki  powierzchniowo czynne, "
"ŻEL DO PRANIA TKANIN KOLOROWYCH","UŻP","Czyszczenie tkanin, Mieszane","https://www.forlux.pl/sites/default/files/produkty/p1080973.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/uzp_forlux_karta.pdf","ŻEL DO PRANIA TKANIN KOLOROWYCH
FORLUX UŻP
Żel do prania wszystkich rodzajów tkanin kolorowych w tym również wełny i jedwabiu
Został specjalnie stworzony z myślą o osobach które pragną aby ich ubrania zachowały swoje żywe barwy przez długi czas.
Żel dzięki nowej formule chroni tkaniny oraz ich kolory.
Zawiera enzymy dzięki którym skutecznie usuwa wszelkiego rodzaju plamy.
Nadaje włóknom wyjątkową miękkość i przyjemny delikatny zapach
Sposób użycia
Temperatura prania- stosować zgodnie z zaleceniami producenta odzieży
Dozowanie w pralkach automatycznych
Tkaniny średnio zabrudzone
Miękka woda - 50 ml na jeden cykl prania
Średnia twardość wody - 80 ml na jeden cykl prania
Twarda woda - 100 ml na jeden cykl prania
Tkaniny silnie zabrudzone
Miękka woda - 60 ml na jeden cykl prania
Średnia twardość wody - 100 ml na jeden cykl prania
Twarda woda - 120 ml na jeden cykl prania
Przy przestrzeganiu zalecanego dozowania, 1 litr żelu odpowiada 12 cyklom prania.
Dozowanie w praniu ręcznym
Bez względu na twardość wody oraz na stopień zabrudzenia tkaniny dozować,
od 40 ml do 70 ml żelu na 5 litrów wody
Przy przestrzeganiu zalecanego dozowania, 1 litr żelu odpowiada 12 cyklom prania.
 
Dostepne opakowania
Forlux UŻP butelka z rączką 1 litr
Forlux UŻP kanister 5 litrów
"
"Żel ze środkiem antybakteryjnym  - FORLUX RŻ","RŻ","Ręce, Mycie gruntowne","https://www.forlux.pl/sites/default/files/produkty/rz.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/rz_06_forlux.pdf, https://www.forlux.pl/sites/default/files/karta_charakterystki/zgloszenie_zelu_antybakteryjnego_do_krajowego_systemu_informowania_o_kosmetykach_wprowadzonych_do_obrotu_na_terenie_rp.pdf","Zastosowanie:
Żel do mycia rąk bez użycia wody ze środkiem antybakteryjnym. Szczególnie polecany, gdy utrudniony jest dostęp do wody: w podróży, w samochodzie, na plaży, na spacerze itp. Zawarty w recepturze alkohol ogranicza namnażanie się bakterii i wirusów. Olej jojoba zawiera witaminę E, dostarcza naturalnych substancji wzmacniających odporność skóry na zewnętrzne szkodliwe czynniki, zmiękcza skórę, ma silne właściwości przeciwgrzybicze. Zapobiega nadmiernemu wysuszaniu skóry rąk, pielęgnuje ją, odżywia i chroni. Regularne używanie żelu pozwala utrzymać higienę i zdrowie. Wygodny w użyciu: po roztarciu na dłoniach wchłania się bez wycierania. Warto go mieć zawsze przy sobie.
Skład:
Alchol Denat, Aqua, Gylcerin, Carbomer, Aloe Barbadensis, Panthenol, Triethanoloamine, Perfum, Jojoba.
pH 6
Dostępne opakowania:

		100ml - RŻ 006
"
"Zestaw do zamiatania ""leniuch""","ECSS","Akcesoria pomocnicze, Zestawy do zamiatania","https://www.forlux.pl/sites/default/files/produkty/ecss.jpg","","Leniuch = szczotka + szufla

		szczotka - długi kij

		szufla - długi kij

		kolor czarny
"
"ZESTAW DWUWIADERKOWY NA KÓŁKACH","ECZD","Sprzęt sprzątający, Zestawy sprzątające","https://www.forlux.pl/sites/default/files/produkty/photo_7.jpg","","ZESTAW DWUWIADERKOWY NA KÓŁKACH
Zestaw sprzątający Forlux EasyClean dwuwiaderkowy na kółkach

		dwa wiaderka 17L na kółkach

		wyciskarka
W zestawie nie ma mopa i koszyczków
"
"ZESTAW JEDNOWIADERKOWY","ECZ","Sprzęt sprzątający, Zestawy sprzątające","https://www.forlux.pl/sites/default/files/produkty/photo_8.jpg","","ZESTAW JEDNOWIADERKOWY
Zestaw sprzątający Forlux EasyClean jednowiaderkowy

		wiaderko 15L

		wyciskarka

		mop ECM
"
"ZESTAW JEDNOWIADERKOWY NA KÓŁKACH","ECZK","Sprzęt sprzątający, Zestawy sprzątające","https://www.forlux.pl/sites/default/files/produkty/photo_9.jpg","","ZESTAW JEDNOWIADERKOWY NA KÓŁKACH
Zestaw sprzątający Forlux EasyClean jednowiaderkowy na kółkach

		wiaderko 15L na kółkach

		wyciskarka

		mop ECM
"
"ZMIĘKCZAJĄCY PŁYN DO PŁUKANIA TKANIN","UPZ 03","Czyszczenie tkanin, Kolorowe, Mieszane","https://www.forlux.pl/sites/default/files/produkty/p1080975.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/upz_03_karta_charakterystyki.pdf","ZMIĘKCZAJĄCY PŁYN DO PŁUKANIA TKANI
FORLUX UPZ 03 
Płyn do Płukania tkanin został specjalnie stworzony z myślą o osobach które pragną aby ich ubrania pozostawały świeże i delikatne przez długi czas.
Dzięki nowej formule płyn zmiękcza włókna tkanin nadając im najdelikatniejszą miękkość i wyjątkowy, długotrwały zapach, który uwalnia się z każdym dotykiem.
Do pralek automatycznych stosować 70 ml na jeden cykl prania.

Dostępne opakowania
UPZ 103 - Butelka 1 l
UPZ 503 - Kanister 5 l
"
"Zmywak profilowany","ZP500","Akcesoria pomocnicze, Ściereczki i Zmywaki","https://www.forlux.pl/sites/default/files/produkty/zp500.jpg","","Zmywak profilowany
 

		pianka polieterowa 18 kg/m3

		oraz włóknina szorstka 500 g/m

		211x7x4,5
pakowany po 2 sztuki
"
"ŁAGODNE MYDŁO do skóry  ze skłonnością DO UCZULEŃ ","FORLUX RCU 506","Ręce, Mycie codzienne, Pielęgnacja","https://www.forlux.pl/sites/default/files/produkty/rcu_506_lagodne_mydlo_5_l_v2_-_kopia.jpg","https://www.forlux.pl/sites/default/files/karta_charakterystki/forlux_rcu_12-06-2018_r.pdf","ŁAGODNE MYDŁO DO SKÓRY ZE SKŁONNOŚCIĄ DO UCZULEŃ
ZASTOSOWANIE
Delikatne mydło przeznaczone do codziennego mycia rąk i ciała. Może być stosowane do wszystkich rodzajów skóry.
Mydło idealnie nadaje się do codziennej pielęgnacji dłoni, pozostawiając skórę nawilżoną i miłą w dotyku.
Zapewnia doskonałą codzienną higienę
Nie zawiera sztucznych barwników
Nie zawiera substancji zapachowych
Zapewnia odpowiednie nawilżenie
Pielęgnuje skórę
Skutecznie myje
WŁAŚCIWOŚCI MYDŁA ZOSTAŁY POTWIERDZONE SPECJALISTYCZNYMI BADANIAMI DERMATOLOGICZNYMI
SPOSÓB UŻYCIA
Niewielką ilość mydła nanieść na ręce i ciało, rozetrzeć, a następnie spłukać wodą.
SKŁAD
Ingredients: Aqua, Sodium Laureth Sulfate, Coco Glucoside, Sodium Chloride, Cocamidopropyl Betaine,
Cocamide DEA, Glycerin,  Citric Acid, Urea, Methylchloroisothiazolinone, Methylisothiazolinone. PH 6 
Dostępne opakowania
5L - RCU 506
500 ml - RCU 006
"
"Łopata do śniegu wzmocniona listwą aluminiową","ECŁŚ","Akcesoria pomocnicze, Łopaty","https://www.forlux.pl/sites/default/files/produkty/ecls.jpg","","Właściwości:

		kolor czarny

		szerokość 48 cm
"
